b_intervals,utilities,weights
"(55619727, 55619728)",-12020.905195053778,0.0
"(55619728, 55619729)",-12021.905195053778,0.0
"(55619729, 55644547)",-12022.905195053778,0.0
"(55664936, 55664937)",-12023.905195053778,0.0
"(55664937, 55664938)",-12024.905195053778,0.0
"(55664938, 55664939)",-12025.905195053778,0.0
"(55664939, 55664940)",-12026.905195053778,0.0
"(55710147, 55710148)",-12027.905195053778,0.0
"(55710148, 55710149)",-12028.905195053778,0.0
"(55710149, 55710150)",-12029.905195053778,0.0
"(55710150, 55710151)",-12030.905195053778,0.0
"(55710151, 55710152)",-12031.905195053778,0.0
"(55755358, 55755359)",-12032.905195053778,0.0
"(55755359, 55755360)",-12033.905195053778,0.0
"(55755360, 55755361)",-12034.905195053778,0.0
"(55800569, 55800570)",-12035.905195053778,0.0
"(55800570, 55800571)",-12036.905195053778,0.0
"(55800571, 55800572)",-12037.905195053778,0.0
"(55800572, 55800573)",-12038.905195053778,0.0
"(55800573, 55825391)",-12039.905195053778,0.0
"(55845780, 55845781)",-12040.905195053778,0.0
"(55845781, 55845782)",-12041.905195053778,0.0
"(55845782, 55845783)",-12042.905195053778,0.0
"(55845783, 55845784)",-12043.905195053778,0.0
"(55890991, 55890992)",-12044.905195053778,0.0
"(55890992, 55890993)",-12045.905195053778,0.0
"(55890993, 55890994)",-12046.905195053778,0.0
"(55936202, 55936203)",-12047.905195053778,0.0
"(55936203, 55936204)",-12048.905195053778,0.0
"(55936204, 55936205)",-12049.905195053778,0.0
"(55936205, 55936206)",-12050.905195053778,0.0
"(55936206, 55936207)",-12051.905195053778,0.0
"(55936207, 55936208)",-12052.905195053778,0.0
"(55936208, 55936209)",-12053.905195053778,0.0
"(55981413, 55981414)",-12054.905195053778,0.0
"(55981414, 55981415)",-12055.905195053778,0.0
"(55981415, 56006235)",-12056.905195053778,0.0
"(56026624, 56026625)",-12057.905195053778,0.0
"(56026625, 56026626)",-12058.905195053778,0.0
"(56026626, 56026627)",-12059.905195053778,0.0
"(56071835, 56071836)",-12060.905195053778,0.0
"(56071836, 56071837)",-12061.905195053778,0.0
"(56071837, 56071838)",-12062.905195053778,0.0
"(56117046, 56117047)",-12063.905195053778,0.0
"(56117047, 56117048)",-12064.905195053778,0.0
"(56117048, 56117049)",-12065.905195053778,0.0
"(56117049, 56117050)",-12066.905195053778,0.0
"(56117050, 56117051)",-12067.905195053778,0.0
"(56117051, 56117052)",-12068.905195053778,0.0
"(56162257, 56162258)",-12069.905195053778,0.0
"(56162258, 56162259)",-12070.905195053778,0.0
"(56162259, 56162260)",-12071.905195053778,0.0
"(56162260, 56162261)",-12072.905195053778,0.0
"(56162261, 56162262)",-12073.905195053778,0.0
"(56162262, 56162263)",-12074.905195053778,0.0
"(56207468, 56207469)",-12075.905195053778,0.0
"(56207469, 56207470)",-12076.905195053778,0.0
"(56207470, 56207471)",-12077.905195053778,0.0
"(56207471, 56207472)",-12078.905195053778,0.0
"(56207472, 56207473)",-12079.905195053778,0.0
"(56252679, 56252680)",-12080.905195053778,0.0
"(56252680, 56252681)",-12081.905195053778,0.0
"(56252681, 56252682)",-12082.905195053778,0.0
"(56252682, 56252683)",-12083.905195053778,0.0
"(56252683, 56252684)",-12084.905195053778,0.0
"(56252684, 56252685)",-12085.905195053778,0.0
"(56252685, 56252686)",-12086.905195053778,0.0
"(56252686, 56252687)",-12087.905195053778,0.0
"(56252687, 56252688)",-12088.905195053778,0.0
"(56252688, 56252689)",-12089.905195053778,0.0
"(56252689, 56252690)",-12090.905195053778,0.0
"(56252690, 56277501)",-12091.905195053778,0.0
"(56297890, 56297891)",-12092.905195053778,0.0
"(56297891, 56297892)",-12093.905195053778,0.0
"(56297892, 56297893)",-12094.905195053778,0.0
"(56297893, 56297894)",-12095.905195053778,0.0
"(56297894, 56297895)",-12096.905195053778,0.0
"(56297895, 56297896)",-12097.905195053778,0.0
"(56297896, 56297897)",-12098.905195053778,0.0
"(56297897, 56297898)",-12099.905195053778,0.0
"(56297898, 56297899)",-12100.905195053778,0.0
"(56297899, 56322712)",-12101.905195053778,0.0
"(56343101, 56343102)",-12102.905195053778,0.0
"(56343102, 56343103)",-12103.905195053778,0.0
"(56388312, 56388313)",-12104.905195053778,0.0
"(56388313, 56388314)",-12105.905195053778,0.0
"(56388314, 56388315)",-12106.905195053778,0.0
"(56388315, 56388316)",-12107.905195053778,0.0
"(56388316, 56413134)",-12108.905195053778,0.0
"(56433523, 56433524)",-12109.905195053778,0.0
"(56433524, 56433525)",-12110.905195053778,0.0
"(56433525, 56433526)",-12111.905195053778,0.0
"(56433526, 56433527)",-12112.905195053778,0.0
"(56433527, 56433528)",-12113.905195053778,0.0
"(56433528, 56433529)",-12114.905195053778,0.0
"(56433529, 56433530)",-12115.905195053778,0.0
"(56433530, 56433531)",-12116.905195053778,0.0
"(56433531, 56458345)",-12117.905195053778,0.0
"(56478734, 56478735)",-12118.905195053778,0.0
"(56478735, 56478736)",-12119.905195053778,0.0
"(56478736, 56478737)",-12120.905195053778,0.0
"(56478737, 56478738)",-12121.905195053778,0.0
"(56478738, 56478739)",-12122.905195053778,0.0
"(56478739, 56478740)",-12123.905195053778,0.0
"(56523945, 56523946)",-12124.905195053778,0.0
"(56523946, 56523947)",-12125.905195053778,0.0
"(56523947, 56523948)",-12126.905195053778,0.0
"(56523948, 56523949)",-12127.905195053778,0.0
"(56523949, 56523950)",-12128.905195053778,0.0
"(56523950, 56523951)",-12129.905195053778,0.0
"(56569156, 56569157)",-12130.905195053778,0.0
"(56569157, 56569158)",-12131.905195053778,0.0
"(56569158, 56569159)",-12132.905195053778,0.0
"(56569159, 56569160)",-12133.905195053778,0.0
"(56569160, 56593978)",-12134.905195053778,0.0
"(56614367, 56614368)",-12135.905195053778,0.0
"(56614368, 56614369)",-12136.905195053778,0.0
"(56614369, 56614370)",-12137.905195053778,0.0
"(56614370, 56639189)",-12138.905195053778,0.0
"(56659578, 56659579)",-12139.905195053778,0.0
"(56659579, 56659580)",-12140.905195053778,0.0
"(56659580, 56684400)",-12141.905195053778,0.0
"(56704789, 56704790)",-12142.905195053778,0.0
"(56704790, 56729611)",-12143.905195053778,0.0
"(56750000, 56750001)",-12144.905195053778,0.0
"(56750001, 56750002)",-12145.905195053778,0.0
"(56750002, 56750003)",-12146.905195053778,0.0
"(56750003, 56750004)",-12147.905195053778,0.0
"(56795211, 56795212)",-12148.905195053778,0.0
"(56795212, 56795213)",-12149.905195053778,0.0
"(56795213, 56795214)",-12150.905195053778,0.0
"(56795214, 56795215)",-12151.905195053778,0.0
"(56795215, 56820033)",-12152.905195053778,0.0
"(56840422, 56840423)",-12153.905195053778,0.0
"(56840423, 56840424)",-12154.905195053778,0.0
"(56885633, 56885634)",-12155.905195053778,0.0
"(56885634, 56885635)",-12156.905195053778,0.0
"(56885635, 56885636)",-12157.905195053778,0.0
"(56885636, 56885637)",-12158.905195053778,0.0
"(56885637, 56885638)",-12159.905195053778,0.0
"(56885638, 56910455)",-12160.905195053778,0.0
"(56930844, 56930845)",-12161.905195053778,0.0
"(56930845, 56930846)",-12162.905195053778,0.0
"(56930846, 56930847)",-12163.905195053778,0.0
"(56930847, 56930848)",-12164.905195053778,0.0
"(56930848, 56955666)",-12165.905195053778,0.0
"(56976055, 56976056)",-12166.905195053778,0.0
"(56976056, 56976057)",-12167.905195053778,0.0
"(56976057, 57000877)",-12168.905195053778,0.0
"(57021266, 57021267)",-12169.905195053778,0.0
"(57021267, 57021268)",-12170.905195053778,0.0
"(57021268, 57021269)",-12171.905195053778,0.0
"(57021269, 57046088)",-12172.905195053778,0.0
"(57066477, 57066478)",-12173.905195053778,0.0
"(57066478, 57066479)",-12174.905195053778,0.0
"(57111688, 57111689)",-12175.905195053778,0.0
"(57111689, 57111690)",-12176.905195053778,0.0
"(57111690, 57111691)",-12177.905195053778,0.0
"(57111691, 57111692)",-12178.905195053778,0.0
"(57111692, 57111693)",-12179.905195053778,0.0
"(57111693, 57111694)",-12180.905195053778,0.0
"(57156899, 57156900)",-12181.905195053778,0.0
"(57156900, 57156901)",-12182.905195053778,0.0
"(57156901, 57156902)",-12183.905195053778,0.0
"(57156902, 57156903)",-12184.905195053778,0.0
"(57156903, 57156904)",-12185.905195053778,0.0
"(57156904, 57181721)",-12186.905195053778,0.0
"(57202110, 57202111)",-12187.905195053778,0.0
"(57202111, 57226932)",-12188.905195053778,0.0
"(57247321, 57247322)",-12189.905195053778,0.0
"(57247322, 57247323)",-12190.905195053778,0.0
"(57247323, 57247324)",-12191.905195053778,0.0
"(57247324, 57247325)",-12192.905195053778,0.0
"(57292532, 57292533)",-12193.905195053778,0.0
"(57292533, 57292534)",-12194.905195053778,0.0
"(57292534, 57292535)",-12195.905195053778,0.0
"(57292535, 57292536)",-12196.905195053778,0.0
"(57292536, 57292537)",-12197.905195053778,0.0
"(57292537, 57292538)",-12198.905195053778,0.0
"(57337743, 57337744)",-12199.905195053778,0.0
"(57337744, 57337745)",-12200.905195053778,0.0
"(57337745, 57337746)",-12201.905195053778,0.0
"(57337746, 57337747)",-12202.905195053778,0.0
"(57337747, 57337748)",-12203.905195053778,0.0
"(57337748, 57337749)",-12204.905195053778,0.0
"(57337749, 57362565)",-12205.905195053778,0.0
"(57382954, 57382955)",-12206.905195053778,0.0
"(57382955, 57382956)",-12207.905195053778,0.0
"(57382956, 57382957)",-12208.905195053778,0.0
"(57382957, 57382958)",-12209.905195053778,0.0
"(57382958, 57382959)",-12210.905195053778,0.0
"(57428165, 57428166)",-12211.905195053778,0.0
"(57473376, 57473377)",-12212.905195053778,0.0
"(57473377, 57473378)",-12213.905195053778,0.0
"(57473378, 57473379)",-12214.905195053778,0.0
"(57473379, 57473380)",-12215.905195053778,0.0
"(57473380, 57473381)",-12216.905195053778,0.0
"(57473381, 57473382)",-12217.905195053778,0.0
"(57473382, 57473383)",-12218.905195053778,0.0
"(57473383, 57473384)",-12219.905195053778,0.0
"(57473384, 57473385)",-12220.905195053778,0.0
"(57518587, 57518588)",-12221.905195053778,0.0
"(57518588, 57518589)",-12222.905195053778,0.0
"(57518589, 57543409)",-12223.905195053778,0.0
"(57563798, 57563799)",-12224.905195053778,0.0
"(57563799, 57563800)",-12225.905195053778,0.0
"(57563800, 57588620)",-12226.905195053778,0.0
"(57609009, 57609010)",-12227.905195053778,0.0
"(57609010, 57609011)",-12228.905195053778,0.0
"(57609011, 57609012)",-12229.905195053778,0.0
"(57609012, 57609013)",-12230.905195053778,0.0
"(57609013, 57609014)",-12231.905195053778,0.0
"(57609014, 57609015)",-12232.905195053778,0.0
"(57609015, 57609016)",-12233.905195053778,0.0
"(57654220, 57654221)",-12234.905195053778,0.0
"(57654221, 57654222)",-12235.905195053778,0.0
"(57654222, 57654223)",-12236.905195053778,0.0
"(57654223, 57654224)",-12237.905195053778,0.0
"(57654224, 57654225)",-12238.905195053778,0.0
"(57699431, 57699432)",-12239.905195053778,0.0
"(57699432, 57699433)",-12240.905195053778,0.0
"(57699433, 57699434)",-12241.905195053778,0.0
"(57699434, 57699435)",-12242.905195053778,0.0
"(57699435, 57699436)",-12243.905195053778,0.0
"(57699436, 57699437)",-12244.905195053778,0.0
"(57744642, 57744643)",-12245.905195053778,0.0
"(57744643, 57744644)",-12246.905195053778,0.0
"(57789853, 57789854)",-12247.905195053778,0.0
"(57789854, 57789855)",-12248.905195053778,0.0
"(57789855, 57789856)",-12249.905195053778,0.0
"(57789856, 57789857)",-12250.905195053778,0.0
"(57789857, 57789858)",-12251.905195053778,0.0
"(57835064, 57835065)",-12252.905195053778,0.0
"(57835065, 57835066)",-12253.905195053778,0.0
"(57835066, 57835067)",-12254.905195053778,0.0
"(57835067, 57835068)",-12255.905195053778,0.0
"(57835068, 57835069)",-12256.905195053778,0.0
"(57880275, 57880276)",-12257.905195053778,0.0
"(57880276, 57880277)",-12258.905195053778,0.0
"(57880277, 57880278)",-12259.905195053778,0.0
"(57880278, 57880279)",-12260.905195053778,0.0
"(57880279, 57905097)",-12261.905195053778,0.0
"(57925486, 57925487)",-12262.905195053778,0.0
"(57925487, 57925488)",-12263.905195053778,0.0
"(57925488, 57925489)",-12264.905195053778,0.0
"(57925489, 57925490)",-12265.905195053778,0.0
"(57925490, 57925491)",-12266.905195053778,0.0
"(57925491, 57925492)",-12267.905195053778,0.0
"(57925492, 57925493)",-12268.905195053778,0.0
"(57925493, 57925494)",-12269.905195053778,0.0
"(57925494, 57925495)",-12270.905195053778,0.0
"(57970697, 57970698)",-12271.905195053778,0.0
"(57970698, 57970699)",-12272.905195053778,0.0
"(57970699, 57970700)",-12273.905195053778,0.0
"(57970700, 57970701)",-12274.905195053778,0.0
"(57970701, 57970702)",-12275.905195053778,0.0
"(57970702, 57995519)",-12276.905195053778,0.0
"(58015908, 58015909)",-12277.905195053778,0.0
"(58015909, 58015910)",-12278.905195053778,0.0
"(58015910, 58015911)",-12279.905195053778,0.0
"(58015911, 58015912)",-12280.905195053778,0.0
"(58015912, 58040730)",-12281.905195053778,0.0
"(58061119, 58061120)",-12282.905195053778,0.0
"(58061120, 58061121)",-12283.905195053778,0.0
"(58061121, 58061122)",-12284.905195053778,0.0
"(58061122, 58061123)",-12285.905195053778,0.0
"(58061123, 58061124)",-12286.905195053778,0.0
"(58106330, 58106331)",-12287.905195053778,0.0
"(58106331, 58106332)",-12288.905195053778,0.0
"(58106332, 58106333)",-12289.905195053778,0.0
"(58106333, 58106334)",-12290.905195053778,0.0
"(58106334, 58106335)",-12291.905195053778,0.0
"(58106335, 58106336)",-12292.905195053778,0.0
"(58151541, 58151542)",-12293.905195053778,0.0
"(58151542, 58151543)",-12294.905195053778,0.0
"(58151543, 58151544)",-12295.905195053778,0.0
"(58151544, 58176363)",-12296.905195053778,0.0
"(58196752, 58196753)",-12297.905195053778,0.0
"(58196753, 58196754)",-12298.905195053778,0.0
"(58196754, 58196755)",-12299.905195053778,0.0
"(58196755, 58221574)",-12300.905195053778,0.0
"(58241963, 58241964)",-12301.905195053778,0.0
"(58241964, 58241965)",-12302.905195053778,0.0
"(58287174, 58287175)",-12303.905195053778,0.0
"(58287175, 58287176)",-12304.905195053778,0.0
"(58287176, 58287177)",-12305.905195053778,0.0
"(58287177, 58287178)",-12306.905195053778,0.0
"(58287178, 58287179)",-12307.905195053778,0.0
"(58287179, 58287180)",-12308.905195053778,0.0
"(58332385, 58332386)",-12309.905195053778,0.0
"(58332386, 58332387)",-12310.905195053778,0.0
"(58332387, 58332388)",-12311.905195053778,0.0
"(58377596, 58377597)",-12312.905195053778,0.0
"(58377597, 58377598)",-12313.905195053778,0.0
"(58377598, 58377599)",-12314.905195053778,0.0
"(58377599, 58377600)",-12315.905195053778,0.0
"(58422807, 58422808)",-12316.905195053778,0.0
"(58422808, 58422809)",-12317.905195053778,0.0
"(58422809, 58422810)",-12318.905195053778,0.0
"(58422810, 58422811)",-12319.905195053778,0.0
"(58422811, 58422812)",-12320.905195053778,0.0
"(58468018, 58468019)",-12321.905195053778,0.0
"(58468019, 58468020)",-12322.905195053778,0.0
"(58468020, 58468021)",-12323.905195053778,0.0
"(58468021, 58468022)",-12324.905195053778,0.0
"(58468022, 58468023)",-12325.905195053778,0.0
"(58468023, 58468024)",-12326.905195053778,0.0
"(58468024, 58468025)",-12327.905195053778,0.0
"(58468025, 58468026)",-12328.905195053778,0.0
"(58468026, 58468027)",-12329.905195053778,0.0
"(58513229, 58513230)",-12330.905195053778,0.0
"(58513230, 58513231)",-12331.905195053778,0.0
"(58513231, 58513232)",-12332.905195053778,0.0
"(58513232, 58513233)",-12333.905195053778,0.0
"(58513233, 58513234)",-12334.905195053778,0.0
"(58513234, 58538051)",-12335.905195053778,0.0
"(58558440, 58558441)",-12336.905195053778,0.0
"(58558441, 58583262)",-12337.905195053778,0.0
"(58603651, 58603652)",-12338.905195053778,0.0
"(58603652, 58628473)",-12339.905195053778,0.0
"(58648862, 58648863)",-12340.905195053778,0.0
"(58648863, 58648864)",-12341.905195053778,0.0
"(58648864, 58648865)",-12342.905195053778,0.0
"(58648865, 58648866)",-12343.905195053778,0.0
"(58648866, 58648867)",-12344.905195053778,0.0
"(58648867, 58648868)",-12345.905195053778,0.0
"(58648868, 58648869)",-12346.905195053778,0.0
"(58648869, 58673684)",-12347.905195053778,0.0
"(58694073, 58694074)",-12348.905195053778,0.0
"(58694074, 58694075)",-12349.905195053778,0.0
"(58784495, 58784496)",-12350.905195053778,0.0
"(58784496, 58784497)",-12351.905195053778,0.0
"(58784497, 58784498)",-12352.905195053778,0.0
"(58784498, 58809317)",-12353.905195053778,0.0
"(58829706, 58829707)",-12354.905195053778,0.0
"(58829707, 58829708)",-12355.905195053778,0.0
"(58829708, 58829709)",-12356.905195053778,0.0
"(58829709, 58829710)",-12357.905195053778,0.0
"(58829710, 58829711)",-12358.905195053778,0.0
"(58829711, 58829712)",-12359.905195053778,0.0
"(58829712, 58829713)",-12360.905195053778,0.0
"(58829713, 58854528)",-12361.905195053778,0.0
"(58874917, 58874918)",-12362.905195053778,0.0
"(58874918, 58874919)",-12363.905195053778,0.0
"(58874919, 58899739)",-12364.905195053778,0.0
"(58920128, 58920129)",-12365.905195053778,0.0
"(58920129, 58920130)",-12366.905195053778,0.0
"(58920130, 58920131)",-12367.905195053778,0.0
"(58920131, 58920132)",-12368.905195053778,0.0
"(58920132, 58920133)",-12369.905195053778,0.0
"(58965339, 58965340)",-12370.905195053778,0.0
"(59055761, 59055762)",-12371.905195053778,0.0
"(59055762, 59055763)",-12372.905195053778,0.0
"(59100972, 59100973)",-12373.905195053778,0.0
"(59100973, 59100974)",-12374.905195053778,0.0
"(59100974, 59100975)",-12375.905195053778,0.0
"(59100975, 59100976)",-12376.905195053778,0.0
"(59100976, 59100977)",-12377.905195053778,0.0
"(59100977, 59125794)",-12378.905195053778,0.0
"(59146183, 59146184)",-12379.905195053778,0.0
"(59146184, 59146185)",-12380.905195053778,0.0
"(59146185, 59146186)",-12381.905195053778,0.0
"(59146186, 59146187)",-12382.905195053778,0.0
"(59146187, 59146188)",-12383.905195053778,0.0
"(59146188, 59146189)",-12384.905195053778,0.0
"(59146189, 59146190)",-12385.905195053778,0.0
"(59191394, 59191395)",-12386.905195053778,0.0
"(59191395, 59191396)",-12387.905195053778,0.0
"(59191396, 59191397)",-12388.905195053778,0.0
"(59191397, 59191398)",-12389.905195053778,0.0
"(59191398, 59216216)",-12390.905195053778,0.0
"(59236605, 59236606)",-12391.905195053778,0.0
"(59236606, 59236607)",-12392.905195053778,0.0
"(59236607, 59236608)",-12393.905195053778,0.0
"(59236608, 59236609)",-12394.905195053778,0.0
"(59236609, 59236610)",-12395.905195053778,0.0
"(59236610, 59236611)",-12396.905195053778,0.0
"(59281816, 59281817)",-12397.905195053778,0.0
"(59281817, 59281818)",-12398.905195053778,0.0
"(59327027, 59327028)",-12399.905195053778,0.0
"(59327028, 59327029)",-12400.905195053778,0.0
"(59327029, 59327030)",-12401.905195053778,0.0
"(59327030, 59327031)",-12402.905195053778,0.0
"(59327031, 59327032)",-12403.905195053778,0.0
"(59327032, 59351849)",-12404.905195053778,0.0
"(59372238, 59372239)",-12405.905195053778,0.0
"(59372239, 59372240)",-12406.905195053778,0.0
"(59372240, 59372241)",-12407.905195053778,0.0
"(59372241, 59397060)",-12408.905195053778,0.0
"(59417449, 59417450)",-12409.905195053778,0.0
"(59417450, 59417451)",-12410.905195053778,0.0
"(59462660, 59462661)",-12411.905195053778,0.0
"(59462661, 59462662)",-12412.905195053778,0.0
"(59462662, 59487482)",-12413.905195053778,0.0
"(59507871, 59507872)",-12414.905195053778,0.0
"(59507872, 59507873)",-12415.905195053778,0.0
"(59507873, 59507874)",-12416.905195053778,0.0
"(59507874, 59507875)",-12417.905195053778,0.0
"(59507875, 59507876)",-12418.905195053778,0.0
